dataset,column,row_index,value,is_outlier,severity,iqr_outlier,robust_z_outlier,criteria_count,q1,q3,iqr,iqr_lower_fence,iqr_upper_fence,distance_beyond_iqr_fence,distance_in_iqr_units,robust_z
reservas,people,2018,9,True,strong,True,True,2,2.0,4.0,2.0,-1.0,7.0,2.0,1.0,4.047
reservas,people,2030,8,True,candidate,True,False,1,2.0,4.0,2.0,-1.0,7.0,1.0,0.5,3.3725
reservas,people,2042,10,True,strong,True,True,2,2.0,4.0,2.0,-1.0,7.0,3.0,1.5,4.7215
reservas,people,2061,8,True,candidate,True,False,1,2.0,4.0,2.0,-1.0,7.0,1.0,0.5,3.3725
reservas,people,2067,8,True,candidate,True,False,1,2.0,4.0,2.0,-1.0,7.0,1.0,0.5,3.3725
reservas,people,2077,8,True,candidate,True,False,1,2.0,4.0,2.0,-1.0,7.0,1.0,0.5,3.3725
reservas,people,2087,10,True,strong,True,True,2,2.0,4.0,2.0,-1.0,7.0,3.0,1.5,4.7215
reservas,people,2096,15,True,strong,True,True,2,2.0,4.0,2.0,-1.0,7.0,8.0,4.0,8.094
reservas,people,2104,10,True,strong,True,True,2,2.0,4.0,2.0,-1.0,7.0,3.0,1.5,4.7215
reservas,people,2105,13,True,strong,True,True,2,2.0,4.0,2.0,-1.0,7.0,6.0,3.0,6.745
reservas,people,2126,8,True,candidate,True,False,1,2.0,4.0,2.0,-1.0,7.0,1.0,0.5,3.3725
reservas,people,2129,8,True,candidate,True,False,1,2.0,4.0,2.0,-1.0,7.0,1.0,0.5,3.3725
reservas,people,2153,10,True,strong,True,True,2,2.0,4.0,2.0,-1.0,7.0,3.0,1.5,4.7215
reservas,people,2155,16,True,strong,True,True,2,2.0,4.0,2.0,-1.0,7.0,9.0,4.5,8.7685
reservas,people,2160,8,True,candidate,True,False,1,2.0,4.0,2.0,-1.0,7.0,1.0,0.5,3.3725
reservas,people,2163,12,True,strong,True,True,2,2.0,4.0,2.0,-1.0,7.0,5.0,2.5,6.0705
reservas,people,2186,13,True,strong,True,True,2,2.0,4.0,2.0,-1.0,7.0,6.0,3.0,6.745
reservas,people,2195,8,True,candidate,True,False,1,2.0,4.0,2.0,-1.0,7.0,1.0,0.5,3.3725
reservas,people,2202,8,True,candidate,True,False,1,2.0,4.0,2.0,-1.0,7.0,1.0,0.5,3.3725
reservas,people,2205,8,True,candidate,True,False,1,2.0,4.0,2.0,-1.0,7.0,1.0,0.5,3.3725
reservas,people,2228,12,True,strong,True,True,2,2.0,4.0,2.0,-1.0,7.0,5.0,2.5,6.0705
reservas,people,2238,9,True,strong,True,True,2,2.0,4.0,2.0,-1.0,7.0,2.0,1.0,4.047
reservas,people,2244,8,True,candidate,True,False,1,2.0,4.0,2.0,-1.0,7.0,1.0,0.5,3.3725
reservas,people,2247,10,True,strong,True,True,2,2.0,4.0,2.0,-1.0,7.0,3.0,1.5,4.7215
reservas,people,2296,40,True,strong,True,True,2,2.0,4.0,2.0,-1.0,7.0,33.0,16.5,24.9565
reservas,people,2331,11,True,strong,True,True,2,2.0,4.0,2.0,-1.0,7.0,4.0,2.0,5.396
reservas,people,2382,10,True,strong,True,True,2,2.0,4.0,2.0,-1.0,7.0,3.0,1.5,4.7215
reservas,people,2398,8,True,candidate,True,False,1,2.0,4.0,2.0,-1.0,7.0,1.0,0.5,3.3725
reservas,people,2403,8,True,candidate,True,False,1,2.0,4.0,2.0,-1.0,7.0,1.0,0.5,3.3725
reservas,people,2409,12,True,strong,True,True,2,2.0,4.0,2.0,-1.0,7.0,5.0,2.5,6.0705
reservas,people,2412,10,True,strong,True,True,2,2.0,4.0,2.0,-1.0,7.0,3.0,1.5,4.7215
reservas,people,2423,8,True,candidate,True,False,1,2.0,4.0,2.0,-1.0,7.0,1.0,0.5,3.3725
