dataset,column,row_index,value,is_outlier,severity,iqr_outlier,robust_z_outlier,criteria_count,q1,q3,iqr,iqr_lower_fence,iqr_upper_fence,distance_beyond_iqr_fence,distance_in_iqr_units,robust_z
tips,tip,1150,13.6,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,2.049999999999999,0.5540540540540537,3.7579285714285713
tips,tip,1152,56.05,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,44.5,12.027027027027026,20.11937142857143
tips,tip,1200,34.75,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,23.2,6.27027027027027,11.909742857142858
tips,tip,1216,20.45,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,8.899999999999999,2.405405405405405,6.398114285714285
tips,tip,1230,20.95,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,9.399999999999999,2.54054054054054,6.590828571428571
tips,tip,1240,20.15,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,8.599999999999998,2.3243243243243237,6.282485714285713
tips,tip,1293,12.55,True,candidate,True,False,1,2.3,6.0,3.7,-3.250000000000001,11.55,1.0,0.27027027027027023,3.353228571428572
tips,tip,1302,20.0,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,8.45,2.2837837837837833,6.224671428571428
tips,tip,1325,13.9,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,2.3499999999999996,0.635135135135135,3.8735571428571434
tips,tip,1337,14.65,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,3.0999999999999996,0.8378378378378377,4.162628571428572
tips,tip,1343,12.3,True,candidate,True,False,1,2.3,6.0,3.7,-3.250000000000001,11.55,0.75,0.2027027027027027,3.256871428571429
tips,tip,1348,12.0,True,candidate,True,False,1,2.3,6.0,3.7,-3.250000000000001,11.55,0.4499999999999993,0.12162162162162142,3.1412428571428572
tips,tip,1361,16.4,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,4.849999999999998,1.31081081081081,4.837128571428571
tips,tip,1374,14.55,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,3.0,0.8108108108108107,4.124085714285714
tips,tip,1394,12.1,True,candidate,True,False,1,2.3,6.0,3.7,-3.250000000000001,11.55,0.5499999999999989,0.14864864864864835,3.179785714285714
tips,tip,1398,12.3,True,candidate,True,False,1,2.3,6.0,3.7,-3.250000000000001,11.55,0.75,0.2027027027027027,3.256871428571429
tips,tip,1453,12.8,True,candidate,True,False,1,2.3,6.0,3.7,-3.250000000000001,11.55,1.25,0.33783783783783783,3.4495857142857145
tips,tip,1473,12.1,True,candidate,True,False,1,2.3,6.0,3.7,-3.250000000000001,11.55,0.5499999999999989,0.14864864864864835,3.179785714285714
tips,tip,1492,12.7,True,candidate,True,False,1,2.3,6.0,3.7,-3.250000000000001,11.55,1.1499999999999986,0.3108108108108104,3.411042857142857
tips,tip,1518,15.15,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,3.5999999999999996,0.9729729729729728,4.355342857142857
tips,tip,1545,13.85,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,2.299999999999999,0.6216216216216213,3.8542857142857145
tips,tip,1557,13.3,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,1.75,0.47297297297297297,3.6423
tips,tip,1564,14.5,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,2.9499999999999993,0.797297297297297,4.104814285714285
tips,tip,1570,16.7,True,strong,True,True,2,2.3,6.0,3.7,-3.250000000000001,11.55,5.149999999999999,1.3918918918918914,4.952757142857143
