dataset,column,row_index,value,is_outlier,severity,iqr_outlier,robust_z_outlier,criteria_count,q1,q3,iqr,iqr_lower_fence,iqr_upper_fence,distance_beyond_iqr_fence,distance_in_iqr_units,robust_z
tickets,document_total,40,252.0,True,candidate,True,False,1,49.7,126.35,76.64999999999999,-65.27499999999999,241.325,10.675000000000011,0.13926940639269422,3.2315877437325904
tickets,document_total,89,256.8,True,candidate,True,False,1,49.7,126.35,76.64999999999999,-65.27499999999999,241.325,15.475000000000023,0.20189171559034605,3.321771587743733
tickets,document_total,101,273.5,True,strong,True,True,2,49.7,126.35,76.64999999999999,-65.27499999999999,241.325,32.17500000000001,0.419765166340509,3.6355362116991645
tickets,document_total,122,252.0,True,candidate,True,False,1,49.7,126.35,76.64999999999999,-65.27499999999999,241.325,10.675000000000011,0.13926940639269422,3.2315877437325904
tickets,document_total,178,360.0,True,strong,True,True,2,49.7,126.35,76.64999999999999,-65.27499999999999,241.325,118.67500000000001,1.5482713633398568,5.260724233983287
tickets,document_total,293,300.0,True,strong,True,True,2,49.7,126.35,76.64999999999999,-65.27499999999999,241.325,58.67500000000001,0.765492498369211,4.133426183844011
tickets,document_total,295,321.0,True,strong,True,True,2,49.7,126.35,76.64999999999999,-65.27499999999999,241.325,79.67500000000001,1.039465101108937,4.527980501392758
tickets,document_total,301,260.0,True,candidate,True,False,1,49.7,126.35,76.64999999999999,-65.27499999999999,241.325,18.67500000000001,0.24363992172211368,3.3818941504178275
tickets,document_total,305,368.0,True,strong,True,True,2,49.7,126.35,76.64999999999999,-65.27499999999999,241.325,126.67500000000001,1.6526418786692763,5.411030640668524
tickets,document_total,306,275.0,True,strong,True,True,2,49.7,126.35,76.64999999999999,-65.27499999999999,241.325,33.67500000000001,0.4393346379647751,3.6637186629526464
tickets,document_total,328,525.0,True,strong,True,True,2,49.7,126.35,76.64999999999999,-65.27499999999999,241.325,283.675,3.700913242009133,8.360793871866296
tickets,document_total,414,294.0,True,strong,True,True,2,49.7,126.35,76.64999999999999,-65.27499999999999,241.325,52.67500000000001,0.6872146118721464,4.020696378830084
