cv_rank,model,folds,MAE_mean,MAE_std,RMSE_mean,RMSE_std,WAPE_mean,WAPE_std,Bias_mean,Bias_std,prediction_coverage_mean,fallback_fraction_mean,TopK_mean,TopK_std
1,Random Forest,4,5.207645244869392,0.25710951132493925,10.062805202549617,0.500753281661624,0.2825484750043608,0.025698469792943265,-0.02141805148543685,0.01647729585445955,1.0,0.0,0.828125,0.03287444549595724
2,HistGradientBoosting Poisson,4,5.381370728040108,0.4560712843449518,10.926416027709053,1.454725383006497,0.29172759337027354,0.03050426271952811,-0.08137857994749895,0.041253903347382936,1.0,0.0,0.803125,0.04492470552676634
