cv_rank,model,folds,MAE_mean,MAE_std,RMSE_mean,RMSE_std,WAPE_mean,WAPE_std,Bias_mean,Bias_std,prediction_coverage_mean,fallback_fraction_mean,TopK_mean,TopK_std
1,Adaptive regime selector,4,5.154940678034139,0.2672400744439389,9.979453685011732,0.2852734179623582,0.279320610087733,0.020315536182170423,-0.04844839660084319,0.05277741817672007,1.0,0.0009487666034155598,0.80625,0.021650635094611063
